City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Suntar,RU,62.1444,117.6319,26.78,92,19,3.36,few clouds
347,Douglas,US,41.3,-96.167,83.55,64,40,5.01,scattered clouds
348,Magalia,US,39.8121,-121.5783,85.53,11,0,1.01,clear sky
349,Trapani,IT,37.8333,12.6667,73.58,83,20,3.44,few clouds
350,Lima,PE,-12.0432,-77.0282,69.13,72,0,11.5,clear sky
351,Bjerkvik,NO,68.5597,17.5189,45.99,77,85,6.98,overcast clouds
352,Isangel,VU,-19.55,169.2667,71.71,88,100,3.44,overcast clouds
353,Dunedin,NZ,-45.8742,170.5036,46.8,74,23,9.98,few clouds
354,Pasni,PK,25.2631,63.471,82.2,78,100,7.92,overcast clouds
355,Abu Samrah,SY,35.3029,37.1841,71.01,58,0,6.17,clear sky
356,Benghazi,LY,32.1167,20.0667,75.24,68,0,18.37,clear sky
357,Dali,CN,25.7,100.1833,59.59,90,2,1.88,clear sky
358,Grojec,PL,51.8625,20.8676,53.58,76,100,4.52,overcast clouds
359,Grindavik,IS,63.8424,-22.4338,44.55,75,75,19.57,broken clouds
360,Fortuna,US,40.5982,-124.1573,75.42,56,1,3.0,clear sky
361,Carutapera,BR,-1.195,-46.02,82.63,69,98,6.62,overcast clouds
362,Jizan,SA,17.3333,42.6667,88.74,63,94,2.95,overcast clouds
363,Ilulissat,GL,69.2167,-51.1,28.42,54,75,2.3,broken clouds
364,Shakhtinsk,KZ,49.71,72.5872,36.16,94,98,10.69,overcast clouds
365,Verkhnyaya Inta,RU,65.9811,60.3094,36.55,69,100,6.26,overcast clouds
366,Zirandaro,MX,18.45,-100.9833,89.55,58,53,0.89,broken clouds
367,Carballo,ES,43.213,-8.691,63.01,90,100,0.56,overcast clouds
368,Port Hedland,AU,-20.3167,118.5667,64.45,100,2,5.75,clear sky
369,Namtsy,RU,62.7161,129.6658,35.71,90,100,4.0,overcast clouds
370,Kasangulu,CD,-4.5911,15.1708,70.74,75,100,2.82,light rain
371,Diffa,NE,13.3154,12.6113,90.09,17,5,5.86,clear sky
372,Mahebourg,MU,-20.4081,57.7,72.25,78,40,12.66,scattered clouds
373,Ambilobe,MG,-13.2,49.05,71.35,66,5,5.77,clear sky
374,Itarema,BR,-2.9248,-39.9167,81.66,75,70,16.53,broken clouds
375,Chicama,PE,-7.8447,-79.1469,61.34,64,92,10.71,overcast clouds
376,Pangnirtung,CA,66.1451,-65.7125,30.2,100,90,3.44,overcast clouds
377,Campbell River,CA,50.0163,-125.2446,63.27,91,75,1.01,broken clouds
378,Bartica,GY,6.4,-58.6167,82.72,66,64,5.46,broken clouds
379,Mantua,IT,45.1667,10.7833,68.32,78,90,3.0,overcast clouds
380,Flinders,AU,-34.5833,150.8552,59.2,90,100,1.01,moderate rain
381,Mandalgovi,MN,45.7625,106.2708,41.61,41,92,5.3,overcast clouds
382,Luchegorsk,RU,46.4764,134.2569,46.51,85,93,3.33,overcast clouds
383,Zhangjiakou,CN,40.81,114.8794,50.36,38,10,6.42,clear sky
384,Ca Mau,VN,9.1769,105.15,77.36,92,100,0.96,overcast clouds
385,Coffs Harbour,AU,-30.3,153.1333,64.36,89,90,10.36,overcast clouds
386,Tomatlan,MX,19.9333,-105.25,86.56,65,100,6.44,overcast clouds
387,Robertsport,LR,6.7533,-11.3686,79.56,84,100,8.97,overcast clouds
388,Xining,CN,36.6167,101.7667,50.72,49,54,3.09,broken clouds
389,Mehamn,NO,71.0357,27.8492,44.78,76,75,12.66,broken clouds
390,Baykit,RU,61.67,96.37,30.24,93,14,2.33,few clouds
391,Buraydah,SA,26.326,43.975,82.85,16,0,7.72,clear sky
392,Makakilo City,US,21.3469,-158.0858,80.92,66,20,10.36,few clouds
393,Olafsvik,IS,64.8945,-23.7142,44.19,72,100,20.54,overcast clouds
394,Argelia,CO,2.2556,-77.2488,68.86,93,100,1.39,light rain
395,Dakar,SN,14.6937,-17.4441,84.33,79,75,4.61,broken clouds
396,Mayskiy,RU,47.6931,40.1025,44.44,51,2,7.87,clear sky
397,Kolyvan,RU,55.3053,82.7391,39.16,96,100,7.34,overcast clouds
398,Hami,CN,42.8,93.45,63.36,33,0,8.72,clear sky
399,Lasa,IT,46.6166,10.7002,57.11,95,47,2.01,scattered clouds
400,Qeshm,IR,26.9581,56.2719,89.49,78,67,3.13,broken clouds
401,Cap Malheureux,MU,-19.9842,57.6142,72.46,74,3,5.99,clear sky
402,Grenville,GD,12.1167,-61.6167,83.82,73,79,12.24,broken clouds
403,Northam,GB,51.0333,-4.2167,62.38,95,100,17.98,overcast clouds
404,Chesma,RU,53.8111,60.6533,34.0,76,7,7.7,clear sky
405,Kokstad,ZA,-30.5472,29.4241,54.05,96,100,4.92,light rain
406,Raga,SS,8.4596,25.678,74.32,80,64,3.58,broken clouds
407,Zonguldak,TR,41.25,31.8333,46.98,93,51,1.81,broken clouds
408,Krasnyy Yar,RU,46.5331,48.3456,44.53,46,6,7.49,clear sky
409,Mango,US,27.9797,-82.3065,91.31,54,40,6.91,scattered clouds
410,Itoman,JP,26.1247,127.6694,82.78,83,20,16.11,few clouds
411,Chornukhy,UA,50.2673,32.942,45.23,60,17,6.46,few clouds
412,Nianzishan,CN,47.5167,122.8833,36.7,68,0,6.55,clear sky
413,La Palma,US,33.8464,-118.0467,97.48,32,1,3.0,clear sky
414,Egvekinot,RU,66.3167,-179.1667,19.0,78,83,13.11,broken clouds
415,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.44,70,100,1.1,overcast clouds
416,Disna,BY,55.568,28.1971,41.32,88,8,7.56,clear sky
417,Yinchuan,CN,38.4681,106.2731,66.45,19,0,3.89,clear sky
418,Nhulunbuy,AU,-12.2333,136.7667,72.21,83,100,0.0,overcast clouds
419,Nishihara,JP,26.1842,127.7558,82.06,86,40,10.36,scattered clouds
420,Toora-Khem,RU,52.4675,96.11,33.24,81,100,2.75,overcast clouds
421,Linhares,BR,-19.3911,-40.0722,75.15,76,70,8.79,broken clouds
422,Christchurch,NZ,-43.5333,172.6333,48.02,82,0,3.85,clear sky
423,Selikhino,RU,50.3672,137.4996,45.75,57,92,13.31,overcast clouds
424,Igunga,TZ,-4.2833,33.8833,80.11,29,98,8.34,overcast clouds
425,Grand-Lahou,CI,5.1367,-5.0242,77.18,90,46,8.3,scattered clouds
426,Labuhan,ID,-6.8844,112.2051,78.33,78,19,11.81,few clouds
427,Taoudenni,ML,22.6783,-3.9836,98.04,10,97,11.59,overcast clouds
428,Muravlenko,RU,63.7898,74.523,31.82,97,100,16.89,overcast clouds
429,Kutum,SD,14.2,24.6667,80.51,20,4,15.73,clear sky
430,Lithakia,GR,37.7167,20.8333,72.59,61,22,11.52,few clouds
431,Maningrida,AU,-12.0667,134.2667,75.72,85,85,3.98,overcast clouds
432,Necochea,AR,-38.5473,-58.7368,64.04,78,98,7.16,light rain
433,Skjervoy,NO,70.0311,20.9714,47.77,75,58,10.33,broken clouds
434,Maralal,KE,1.0968,36.698,64.83,66,100,8.1,overcast clouds
435,Arman,RU,59.7,150.1667,33.71,87,100,18.1,light rain
436,Aklavik,CA,68.2191,-135.0107,29.23,90,75,3.74,broken clouds
437,Ginda,IN,30.6945,78.4932,63.72,98,97,1.32,overcast clouds
438,Tura,IN,25.5198,90.2201,73.63,89,99,1.21,overcast clouds
439,Belyy Yar,RU,53.6039,91.3903,44.49,93,0,6.71,clear sky
440,Loa Janan,ID,-0.583,117.095,74.52,98,97,1.32,light rain
441,Dukat,RU,62.55,155.55,20.05,85,100,5.19,light snow
442,Bakhtiyarpur,IN,25.4667,85.5167,73.42,95,100,11.56,overcast clouds
443,Charters Towers,AU,-20.1,146.2667,64.99,93,89,9.42,overcast clouds
444,Derzhavinsk,KZ,51.1,66.3167,36.55,82,25,6.4,scattered clouds
445,Broken Hill,AU,-31.95,141.4333,53.31,82,90,17.27,overcast clouds
446,Copiapo,CL,-27.3667,-70.3333,62.29,19,2,7.76,clear sky
447,Meylan,FR,45.2199,5.7901,56.07,87,5,2.01,clear sky
448,Tromso,NO,69.6496,18.957,43.38,87,0,0.0,clear sky
449,Itacoatiara,BR,-3.1431,-58.4442,96.22,36,96,3.71,overcast clouds
450,Goderich,CA,43.7501,-81.7165,67.03,67,8,8.05,clear sky
451,Tibacuy,CO,4.3511,-72.4564,84.27,68,100,2.06,overcast clouds
452,Belaya Gora,RU,68.5333,146.4167,19.85,78,21,10.22,few clouds
453,Villarrica,PY,-25.75,-56.4333,102.47,19,75,6.38,broken clouds
454,Ulaangom,MN,49.9811,92.0667,37.04,74,100,2.21,overcast clouds
455,Bang Saphan,TH,11.2126,99.5117,77.09,88,95,3.06,overcast clouds
456,Leshukonskoye,RU,64.8989,45.7622,44.15,95,100,3.6,overcast clouds
457,Ilhabela,BR,-23.7781,-45.3581,70.92,83,90,5.48,overcast clouds
458,Inirida,CO,3.8653,-67.9239,88.74,59,32,1.88,scattered clouds
459,Pudozh,RU,61.8099,36.5345,45.25,91,100,2.75,overcast clouds
460,Lebedyn,UA,50.5852,34.4849,44.4,63,6,6.08,clear sky
461,Teguise,ES,29.0605,-13.564,71.82,83,20,17.27,few clouds
462,Qaqortoq,GL,60.7167,-46.0333,37.56,48,0,3.67,clear sky
463,Kijang,KR,35.2442,129.2139,64.13,88,4,7.14,clear sky
464,Lashio,MM,22.9333,97.75,67.24,99,15,0.47,few clouds
465,Camacha,PT,33.0833,-16.3333,69.22,73,40,13.8,scattered clouds
466,Matara,LK,5.9485,80.5353,77.49,91,98,8.7,overcast clouds
467,Sioux Lookout,CA,50.1001,-91.917,77.07,61,75,5.75,broken clouds
468,Anshun,CN,26.25,105.9333,63.01,90,1,1.86,clear sky
469,Hinton,CA,53.4001,-117.5857,62.64,35,93,13.11,overcast clouds
470,Mumbwa,ZM,-14.9783,27.0619,78.31,35,4,11.5,clear sky
471,Morondava,MG,-20.2833,44.2833,76.68,83,3,2.93,clear sky
472,Ampanihy,MG,-24.7,44.75,69.49,83,0,7.4,clear sky
473,Mabopane,ZA,-25.4977,28.1007,68.67,63,97,14.36,overcast clouds
474,Hvide Sande,DK,56.0045,8.1294,55.0,89,100,26.69,moderate rain
475,Chongwe,ZM,-15.3292,28.682,77.36,35,70,11.45,broken clouds
476,Bolshevik,BY,54.0065,27.5692,38.82,83,14,7.81,few clouds
477,Kieta,PG,-6.2167,155.6333,78.51,84,99,1.99,light rain
478,Innisfail,AU,-17.5333,146.0333,67.69,90,62,3.29,broken clouds
479,Charcas,MX,23.1333,-101.1167,72.12,53,76,7.61,broken clouds
480,Chapais,CA,49.7834,-74.8492,55.18,57,99,7.07,overcast clouds
481,Ketchikan,US,55.3422,-131.6461,50.47,87,90,9.22,moderate rain
482,Pahrump,US,36.2083,-115.9839,80.26,7,0,1.01,clear sky
483,Luderitz,NA,-26.6481,15.1594,55.74,97,23,8.34,few clouds
484,Vestmannaeyjar,IS,63.4427,-20.2734,42.69,72,100,22.53,overcast clouds
485,Lodingen,NO,68.414,15.9951,51.71,80,100,1.01,overcast clouds
486,Khash,IR,28.2211,61.2158,74.16,18,73,6.06,broken clouds
487,Hobyo,SO,5.3505,48.5268,78.31,89,97,20.98,overcast clouds
488,Tikrit,IQ,34.6071,43.6782,81.63,29,0,9.33,clear sky
489,Titel,RS,45.2061,20.2944,55.51,86,100,8.14,overcast clouds
490,Agapovka,RU,53.2973,59.1348,36.61,71,1,7.16,clear sky
491,Loandjili,CG,-4.7561,11.8578,78.91,83,75,10.36,broken clouds
492,Mount Isa,AU,-20.7333,139.5,73.17,25,13,6.91,few clouds
493,Sakakah,SA,29.9697,40.2064,85.57,24,0,8.95,clear sky
494,Deputatskiy,RU,69.3,139.9,10.45,86,100,3.42,overcast clouds
495,Trelew,AR,-43.249,-65.3051,68.27,19,40,28.77,scattered clouds
496,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,88,20,4.65,few clouds
497,Desaguadero,PE,-16.5656,-69.0417,59.65,29,2,15.77,clear sky
498,Sydney Mines,CA,46.2367,-60.2177,69.01,79,75,5.01,broken clouds
499,Omboue,GA,-1.5746,9.2618,76.93,84,100,8.37,overcast clouds
500,Chapeco,BR,-27.0964,-52.6183,82.13,65,90,13.8,overcast clouds
501,Touros,BR,-5.1989,-35.4608,85.1,74,4,15.57,clear sky
502,Sabha,LY,27.0377,14.4283,79.18,29,0,14.43,clear sky
503,Margate,GB,51.3813,1.3862,62.31,74,100,4.0,overcast clouds
504,Setermoen,NO,68.861,18.3486,47.43,86,98,6.58,overcast clouds
505,Huilong,CN,31.8111,121.655,68.99,83,0,2.68,light rain
506,Najran,SA,17.4924,44.1277,77.65,13,59,1.68,broken clouds
507,Berlevag,NO,70.8578,29.0864,44.6,70,90,5.75,overcast clouds
508,Shiyan,CN,32.6475,110.7781,68.52,87,0,4.09,light rain
509,Xaxim,BR,-26.9617,-52.5347,80.98,53,56,3.89,broken clouds
510,Taybad,IR,34.74,60.7756,67.08,33,0,19.01,clear sky
511,Kahului,US,20.8947,-156.47,80.62,85,40,13.8,light rain
512,Elizabeth City,US,36.2946,-76.2511,80.02,46,1,3.0,clear sky
513,Karratha,AU,-20.7377,116.8463,73.06,58,8,13.76,light rain
514,Vila Velha,BR,-20.3297,-40.2925,75.15,73,90,8.05,overcast clouds
515,Saint-Leu,RE,-21.15,55.2833,70.63,75,11,6.04,few clouds
516,Tezu,IN,27.9167,96.1667,73.49,93,4,2.95,clear sky
517,Caravelas,BR,-17.7125,-39.2481,77.25,77,6,9.35,clear sky
518,Severo-Kurilsk,RU,50.6789,156.125,47.66,96,100,18.41,light rain
519,Jorochito,BO,-18.05,-63.4333,94.73,24,0,11.68,clear sky
520,Amantea,IT,39.1332,16.0746,68.45,78,9,4.43,clear sky
521,Tsiroanomandidy,MG,-18.7667,46.0333,74.8,48,91,3.2,overcast clouds
522,Walvis Bay,NA,-22.9575,14.5053,57.09,82,26,9.22,scattered clouds
523,Kamenka,RU,51.3223,42.7678,43.14,67,55,5.88,broken clouds
524,San Carlos De Bariloche,AR,-41.1456,-71.3082,47.95,57,40,28.77,scattered clouds
525,Karatau,KZ,43.1667,70.4667,44.67,48,10,4.36,clear sky
526,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,87,90,16.11,overcast clouds
527,Chachapoyas,PE,-6.2317,-77.869,64.58,63,87,3.74,light rain
528,Puerto El Triunfo,SV,13.2833,-88.55,84.81,71,33,7.29,scattered clouds
529,Brae,GB,60.3964,-1.353,53.51,93,100,18.88,overcast clouds
530,Wattegama,LK,6.7989,81.4808,76.57,85,99,1.07,overcast clouds
531,Saint Anthony,US,45.0205,-93.218,83.1,60,20,1.01,few clouds
532,Itabera,BR,-23.8619,-49.1372,80.96,43,5,13.04,clear sky
533,Lensk,RU,60.7253,114.9278,33.1,91,99,4.41,overcast clouds
534,Auki,SB,-8.7676,160.7034,78.85,84,100,4.27,overcast clouds
535,Oranjemund,NA,-28.55,16.4333,57.07,94,3,3.18,clear sky
536,Paita,PE,-5.0892,-81.1144,77.56,69,87,16.78,overcast clouds
537,Mende,FR,44.6667,3.5,41.02,67,0,2.26,clear sky
538,Maracacume,BR,-2.0428,-45.9592,81.41,81,85,4.36,heavy intensity rain
539,Kapit,MY,2.0167,112.9333,73.02,99,94,0.31,overcast clouds
540,Meulaboh,ID,4.1363,96.1285,75.83,92,100,8.81,heavy intensity rain
541,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,44,0,20.71,clear sky
542,Awjilah,LY,29.1081,21.2869,77.76,55,36,15.23,scattered clouds
543,Dogondoutchi,NE,13.6393,4.0287,91.6,38,97,6.87,overcast clouds
544,Elblag,PL,54.1522,19.4088,50.97,69,95,6.22,overcast clouds
545,Saurikh,IN,27.029,79.4896,80.58,76,5,3.38,clear sky
546,La Ronge,CA,55.1001,-105.2842,66.45,32,75,9.22,broken clouds
547,Labuan,MY,5.2767,115.2417,77.36,94,20,1.01,few clouds
548,Sept-Iles,CA,50.2001,-66.3821,46.92,93,90,1.99,overcast clouds
549,Port-Gentil,GA,-0.7193,8.7815,78.76,83,40,13.8,scattered clouds
550,Ranong,TH,9.9658,98.6348,77.72,89,100,1.88,overcast clouds
551,Smithers,CA,54.7804,-127.1743,50.32,76,90,10.36,light rain
552,Staryy Nadym,RU,65.6118,72.6842,34.75,91,100,18.92,overcast clouds
553,Beisfjord,NO,68.3751,17.5988,48.04,82,80,8.57,broken clouds
554,Neiafu,TO,-18.65,-173.9833,77.68,78,75,10.36,broken clouds
555,Komsomolskiy,UZ,40.4272,71.7189,65.12,52,92,4.61,overcast clouds
556,Padang,ID,-0.9492,100.3543,76.6,83,100,3.76,light rain
557,Launceston,AU,-41.45,147.1667,56.61,89,94,7.0,overcast clouds
558,Atlantis,ZA,-33.5667,18.4834,60.35,84,0,6.13,clear sky
559,Qui Nhon,VN,13.7667,109.2333,77.77,90,65,4.27,broken clouds
560,Lorengau,PG,-2.0226,147.2712,77.86,91,100,14.03,light rain
561,College,US,64.8569,-147.8028,31.59,73,75,0.0,broken clouds
562,Port Arthur,CN,38.8,121.2667,62.82,86,53,14.72,light rain
563,Cobija,BO,-11.0267,-68.7692,93.38,52,75,5.75,broken clouds
564,Ponta Pora,BR,-22.5361,-55.7256,96.71,28,40,6.91,scattered clouds
565,Mahabaleshwar,IN,17.9167,73.6667,60.03,98,100,0.92,overcast clouds
566,Fauske,NO,67.2588,15.3918,53.78,69,100,13.0,overcast clouds
567,North Myrtle Beach,US,33.816,-78.68,84.25,81,75,5.99,broken clouds
568,Lewistown,US,40.5992,-77.5714,68.07,51,75,10.36,broken clouds
569,Bainbridge,US,47.6262,-122.5212,58.87,88,90,1.01,moderate rain
570,Yining,CN,29.0361,114.5636,67.66,91,0,0.49,light rain
571,Tabas,IR,33.5959,56.9244,82.71,13,0,3.49,clear sky
572,Mirnyy,RU,62.5353,113.9611,26.56,84,92,4.25,overcast clouds
573,Salta,AR,-24.7859,-65.4117,91.99,24,0,5.01,clear sky
574,Kirakira,SB,-10.4544,161.9205,80.15,84,94,6.55,overcast clouds
575,Pemba,MZ,-12.974,40.5178,77.7,83,75,8.01,broken clouds
576,Yumen,CN,40.2833,97.2,56.68,29,48,6.82,scattered clouds
577,Buala,SB,-8.145,159.5921,80.28,82,100,5.95,light rain
578,Dawei,MM,14.0833,98.2,76.84,93,21,2.71,few clouds
579,Marsh Harbour,BS,26.5412,-77.0636,81.21,73,14,14.74,light rain
580,Fushe-Arrez,AL,42.0622,20.0167,55.72,95,100,8.72,overcast clouds
581,Mednogorsk,RU,51.4128,57.595,36.95,57,6,4.14,clear sky
582,Sigli,ID,5.3848,95.9609,77.61,85,100,7.76,light rain
583,Aswan,EG,24.0934,32.907,87.1,16,0,11.5,clear sky
584,Bilma,NE,18.6853,12.9164,88.54,8,1,8.21,clear sky
585,Ucluelet,CA,48.9329,-125.5528,57.96,93,45,7.85,scattered clouds
586,Riyadh,SA,24.6877,46.7219,82.54,11,87,4.88,overcast clouds
587,Kilindoni,TZ,-7.9139,39.6668,77.52,77,8,16.64,clear sky
588,Harindanga,IN,22.0383,88.3214,82.38,89,100,4.23,overcast clouds
589,Taltal,CL,-25.4,-70.4833,64.13,68,23,6.87,few clouds
590,Mahanoro,MG,-19.9,48.8,68.45,89,2,5.61,clear sky
591,Westport,US,41.1415,-73.3579,67.05,58,75,1.99,broken clouds
592,Ruwi,OM,23.5996,58.5507,89.29,53,100,4.59,overcast clouds
593,San Carlos,VE,9.6612,-68.5827,86.0,64,66,2.08,broken clouds
594,Kitami,JP,43.8031,143.8908,56.53,96,8,1.95,clear sky
595,Morgan City,US,29.6994,-91.2068,88.0,78,20,8.05,few clouds
596,Kvitok,RU,56.0724,98.4813,38.03,73,94,3.29,overcast clouds
597,San Carlos Del Zulia,VE,9.0,-71.9135,89.33,53,88,8.81,overcast clouds
598,Iwata,JP,34.7,137.85,73.45,91,100,1.01,heavy intensity rain
599,Kulhudhuffushi,MV,6.6221,73.07,82.06,76,100,12.73,overcast clouds
600,La Asuncion,VE,11.0333,-63.8628,100.13,41,50,11.5,scattered clouds
601,Killin,US,33.6123,-91.7412,84.15,74,90,4.61,overcast clouds
602,Garowe,SO,8.4054,48.4845,82.08,53,100,16.6,overcast clouds
603,Zeya,RU,53.75,127.2667,35.73,90,100,3.02,overcast clouds
604,Xichang,CN,27.8964,102.2634,61.34,90,0,1.68,clear sky
605,Sinnamary,GF,5.3833,-52.95,83.3,72,35,9.57,scattered clouds
606,Codrington,AU,-38.2667,141.9667,55.4,95,100,19.1,overcast clouds
607,Valparaiso,CL,-33.0393,-71.6273,67.64,57,0,10.36,clear sky
608,Gatton,AU,-27.55,152.2833,63.64,91,100,3.02,moderate rain
609,Oxapampa,PE,-10.5775,-75.4017,64.4,85,100,1.43,overcast clouds
610,Marrakesh,MA,31.6315,-8.0083,91.47,27,40,3.44,scattered clouds
611,Moyale,KE,3.5167,39.0584,71.47,63,95,5.06,overcast clouds
612,Vao,NC,-22.6667,167.4833,70.45,83,90,22.68,overcast clouds
613,Gerash,IR,27.6652,54.1371,80.74,24,78,4.97,broken clouds
614,Tucuman,AR,-26.8241,-65.2226,96.8,24,1,4.61,clear sky
615,Nicoya,CR,10.1483,-85.452,83.75,78,100,2.71,overcast clouds
616,Omsukchan,RU,62.5333,155.8,21.88,84,100,6.42,light snow
617,Norrtalje,SE,59.758,18.705,52.29,90,95,12.06,overcast clouds
618,Caorle,IT,45.5966,12.8758,66.42,51,69,21.25,broken clouds
619,Morehead,US,37.2711,-87.1764,86.63,58,40,1.01,scattered clouds
620,Surt,LY,31.2089,16.5887,78.13,68,7,10.31,clear sky
621,Kaeo,NZ,-35.1,173.7833,53.33,94,64,6.11,broken clouds
622,Luanda,AO,-8.8368,13.2343,75.2,78,75,9.22,broken clouds
623,Saravan,AM,39.7196,45.6483,50.65,83,46,7.14,scattered clouds
624,Teknaf,BD,20.8624,92.3058,77.72,87,11,4.74,few clouds
625,Talant,FR,47.3369,5.0089,47.01,76,0,2.3,clear sky
626,Fernley,US,39.608,-119.2518,73.02,13,0,4.0,clear sky
627,Berdigestyakh,RU,62.0989,126.6992,30.4,70,100,5.84,overcast clouds
628,Itapirapua,BR,-15.8233,-50.6133,94.51,29,39,2.82,scattered clouds
629,Roald,NO,62.5833,6.1333,61.72,58,0,6.91,clear sky
630,Nadym,RU,65.5333,72.5167,35.15,88,100,19.46,overcast clouds
631,Inhambane,MZ,-23.865,35.3833,71.58,83,20,0.0,few clouds
632,Piacabucu,BR,-10.4056,-36.4344,77.79,80,22,10.18,few clouds
633,Barcelos,PT,41.5388,-8.6151,68.29,77,76,5.28,broken clouds
634,Yei,SS,4.095,30.6779,67.05,97,56,3.06,light rain
635,Kikuyu,KE,-1.2458,36.6633,63.57,64,0,9.22,clear sky
636,Fukue,JP,32.6881,128.8419,76.06,84,38,18.28,scattered clouds
637,Along,IN,28.1667,94.7667,72.97,99,58,0.78,broken clouds
638,Kolobrzeg,PL,54.1757,15.5834,50.97,100,26,13.8,scattered clouds
639,Zhigansk,RU,66.7697,123.3711,27.7,72,88,3.89,overcast clouds
640,Eucaliptus,BO,-17.5833,-67.5167,71.29,21,68,9.33,broken clouds
641,Mahibadhoo,MV,3.7833,72.9667,82.22,69,100,7.78,overcast clouds
642,South Lake Tahoe,US,38.9332,-119.9844,68.77,23,1,0.0,clear sky
643,Ler,SS,8.3018,30.1418,75.9,76,5,2.55,clear sky
644,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,85,75,18.41,broken clouds
645,Thunder Bay,CA,48.4001,-89.3168,81.0,67,75,9.22,broken clouds
646,Sorong,ID,-0.8833,131.25,80.29,78,28,2.15,scattered clouds
647,Qianguo,CN,45.1171,124.8568,41.2,81,4,7.23,clear sky
648,Buin,CL,-33.7333,-70.75,68.32,23,0,7.31,clear sky
649,Savanur,IN,14.9667,75.35,70.29,96,79,6.42,broken clouds
650,Ormara,PK,25.2088,64.6357,85.91,64,94,19.82,overcast clouds
651,Rawson,AR,-43.3002,-65.1023,68.29,19,40,28.77,scattered clouds
652,Turukhansk,RU,65.8167,87.9833,34.11,84,100,7.07,overcast clouds
653,Afua,BR,-0.1567,-50.3867,87.89,56,31,7.87,scattered clouds
654,Emba,KZ,48.8264,58.1442,41.14,57,6,4.56,clear sky
655,Wanning,CN,18.8003,110.3967,77.07,87,5,4.97,clear sky
656,Natal,BR,-5.795,-35.2094,84.85,65,40,16.11,scattered clouds
657,Kedougou,SN,12.5579,-12.1743,79.65,82,80,1.97,broken clouds
658,Kovdor,RU,67.5662,30.4758,42.62,77,100,4.41,overcast clouds
659,Tandalti,SD,13.0167,31.8667,90.05,25,3,3.38,clear sky
660,Vigrestad,NO,58.5667,5.7,53.01,75,68,18.21,broken clouds
661,Jiangyou,CN,31.7667,104.7167,73.67,83,96,1.05,light rain
662,Dedovichi,RU,57.5517,29.9502,39.63,91,66,5.64,broken clouds
663,Springbok,ZA,-29.6643,17.8865,52.56,67,0,4.32,clear sky
664,Conceicao Do Araguaia,BR,-8.2578,-49.2647,91.83,35,97,3.83,heavy intensity rain
665,Nizhniy Tsasuchey,RU,50.5167,115.1333,29.73,76,13,6.98,few clouds
666,Menongue,AO,-14.6585,17.691,75.36,30,91,4.65,overcast clouds
667,Gizo,SB,-8.103,156.8419,81.55,78,78,7.11,broken clouds
668,El Reno,US,35.5323,-97.955,77.05,91,90,11.5,overcast clouds
669,Shache,CN,38.4167,77.2406,68.29,16,0,1.07,clear sky
670,Poronaysk,RU,49.2167,143.1167,52.86,89,88,5.66,overcast clouds
671,Misratah,LY,32.3754,15.0925,78.21,60,0,12.82,clear sky
672,Beloha,MG,-25.1667,45.05,68.94,90,1,5.19,clear sky
673,Chukhloma,RU,58.7525,42.6825,41.99,97,41,5.01,scattered clouds
674,Whitefish,US,48.4111,-114.3376,62.11,49,1,3.44,clear sky
675,Yashkino,RU,55.8736,85.4265,38.35,98,100,5.21,overcast clouds
676,Ramana,AZ,40.4422,49.9806,60.53,72,75,13.8,broken clouds
677,Iquique,CL,-20.2208,-70.1431,66.24,71,13,5.35,few clouds
678,Clarence Town,AU,-32.5833,151.7833,60.94,81,100,2.19,light rain
679,Cherrapunji,IN,25.3,91.7,61.56,92,100,2.42,overcast clouds
680,Smidovich,RU,48.6,133.8167,41.36,90,34,8.5,scattered clouds
681,Orotukan,RU,62.2667,151.7,23.16,96,100,2.62,light snow
682,Boguchany,RU,58.3814,97.4531,37.49,81,100,3.44,overcast clouds
683,Talara,PE,-4.5772,-81.2719,77.76,57,0,11.5,clear sky
684,Coahuayana,MX,18.7333,-103.6833,87.24,68,100,5.39,overcast clouds
685,Nabire,ID,-3.3667,135.4833,76.26,90,100,2.42,light rain
686,Great Yarmouth,GB,52.6083,1.7305,60.46,82,100,24.05,overcast clouds
687,Calabar,NG,4.9517,8.322,75.15,94,100,1.59,moderate rain
688,Pedernales,DO,18.0384,-71.744,83.89,69,13,4.79,few clouds
689,Camocim,BR,-2.9022,-40.8411,82.31,74,83,13.22,broken clouds
690,Ipixuna,BR,-1.7625,-48.8043,84.15,65,16,6.69,few clouds
691,Port Macquarie,AU,-31.4333,152.9167,58.96,73,100,5.99,overcast clouds
692,Husavik,IS,66.0449,-17.3389,42.71,82,100,13.13,overcast clouds
693,Kodinsk,RU,58.6881,99.1844,29.32,95,20,3.89,few clouds
694,Zambezi,ZM,-13.5432,23.1047,73.09,46,95,3.4,overcast clouds
695,Ambon,ID,-3.6954,128.1814,77.14,94,40,2.3,scattered clouds
696,Mudgee,AU,-32.5943,149.5871,52.79,100,90,0.0,overcast clouds
697,Ust-Maya,RU,60.4167,134.5333,33.26,97,100,7.09,light snow
