City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Sibu,MY,2021-09-29 16:50:26,2.3,111.8167,79.11,94,40,0.0
294,Snezhnogorsk,RU,2021-09-29 16:50:27,69.1933,33.2531,42.58,85,25,8.05
295,Bosaso,SO,2021-09-29 16:50:27,11.2842,49.1816,91.11,52,61,2.66
296,Nguru,NG,2021-09-29 16:50:28,12.8791,10.4526,89.02,45,75,7.58
297,Souillac,MU,2021-09-29 16:50:28,-20.5167,57.5167,72.36,78,20,11.5
298,Dhidhdhoo,MV,2021-09-29 16:50:29,6.8833,73.1,82.58,76,7,12.44
299,Nueva Helvecia,UY,2021-09-29 16:50:30,-34.3,-57.2333,66.6,61,0,11.83
300,Isangel,VU,2021-09-29 16:50:30,-19.55,169.2667,72.81,85,94,12.28
301,Kibala,TD,2021-09-29 16:50:31,9.1104,18.3463,89.55,55,20,0.0
302,Vao,NC,2021-09-29 16:50:31,-22.6667,167.4833,69.46,77,60,20.2
303,Torbay,CA,2021-09-29 16:50:32,47.6666,-52.7314,70.88,90,75,8.05
304,Murbad,IN,2021-09-29 16:50:33,19.25,73.4,79.81,91,99,3.62
305,Taoudenni,ML,2021-09-29 16:50:33,22.6783,-3.9836,104.25,5,0,8.81
306,Pekalongan,ID,2021-09-29 16:50:34,-6.8886,109.6753,79.02,79,67,3.22
307,Atar,MR,2021-09-29 16:50:34,20.5169,-13.0499,107.31,7,2,12.44
308,Belmonte,BR,2021-09-29 16:50:35,-15.8631,-38.8828,81.1,60,14,10.11
309,Harper,LR,2021-09-29 16:50:35,4.375,-7.7169,77.77,86,98,10.94
310,Killam,CA,2021-09-29 16:50:35,52.7834,-111.8518,53.19,66,3,5.75
311,Linxia,CN,2021-09-29 16:50:36,35.6003,103.2064,55.9,56,0,3.67
312,Dabola,GN,2021-09-29 16:50:36,10.75,-11.1167,81.54,80,37,2.46
313,Hasaki,JP,2021-09-29 16:50:37,35.7333,140.8333,66.49,73,100,7.65
314,Lakes Entrance,AU,2021-09-29 16:50:37,-37.8811,147.981,58.15,98,100,9.66
315,Portland,US,2021-09-29 16:47:39,45.5234,-122.6762,57.09,86,75,1.01
316,Miles City,US,2021-09-29 16:50:38,46.4083,-105.8406,58.51,43,75,12.66
317,Broken Hill,AU,2021-09-29 16:50:39,-31.95,141.4333,58.71,77,75,5.75
318,Corner Brook,CA,2021-09-29 16:50:39,48.9667,-57.9484,57.36,83,100,7.67
319,Marawi,PH,2021-09-29 16:50:39,7.9986,124.2928,69.66,93,100,2.33
320,Waipawa,NZ,2021-09-29 16:50:40,-41.4122,175.5153,54.23,74,74,13.8
321,Bilma,NE,2021-09-29 16:50:41,18.6853,12.9164,95.45,13,25,7.61
322,Avera,US,2021-09-29 16:50:41,33.194,-82.5271,84.43,42,0,2.33
323,Lang Suan,TH,2021-09-29 16:50:42,9.9456,99.0785,78.87,86,47,1.39
324,Bocana De Paiwas,NI,2021-09-29 16:50:42,12.7857,-85.1227,82.47,73,100,5.21
325,Salina,US,2021-09-29 16:47:35,38.8403,-97.6114,78.19,63,20,8.01
326,Panaba,MX,2021-09-29 16:50:43,21.2833,-88.2667,90.66,46,11,7.23
327,Pedasi,PA,2021-09-29 16:50:44,7.5333,-80.0333,80.06,73,79,3.56
328,Rio Grande,BR,2021-09-29 16:50:44,-32.035,-52.0986,71.71,79,94,13.82
329,Veraval,IN,2021-09-29 16:50:45,20.9,70.3667,79.16,93,100,20.02
330,Tiksi,RU,2021-09-29 16:50:45,71.6872,128.8694,31.28,86,100,5.84
331,Antofagasta,CL,2021-09-29 16:46:34,-23.65,-70.4,67.21,61,5,8.34
332,Naze,JP,2021-09-29 16:45:57,28.3667,129.4833,77.76,80,33,16.67
333,Vaitape,PF,2021-09-29 16:50:46,-16.5167,-151.75,78.44,77,9,17.45
334,Malatya,TR,2021-09-29 16:50:46,38.5,38.0,69.85,23,0,14.97
335,Sinnamary,GF,2021-09-29 16:50:47,5.3833,-52.95,86.58,62,27,8.1
336,Larap,PH,2021-09-29 16:50:47,14.299,122.6504,78.33,92,14,4.59
337,Pangnirtung,CA,2021-09-29 16:50:48,66.1451,-65.7125,32.0,86,75,0.0
338,Barcelos,PT,2021-09-29 16:46:35,41.5388,-8.6151,75.92,60,32,11.86
339,Nemuro,JP,2021-09-29 16:50:49,43.3236,145.575,59.61,81,99,17.43
340,Sarandi,BR,2021-09-29 16:50:49,-23.4436,-51.8739,85.55,48,75,10.36
341,Port Blair,IN,2021-09-29 16:50:50,11.6667,92.75,81.1,80,6,4.54
342,Baherden,TM,2021-09-29 16:50:50,38.4362,57.4316,71.64,29,0,3.15
343,Gornyy,RU,2021-09-29 16:50:51,55.1153,83.9059,38.79,97,99,6.8
344,Jaen,ES,2021-09-29 16:50:51,38.0,-3.5,82.02,20,59,2.17
345,Grand Gaube,MU,2021-09-29 16:50:52,-20.0064,57.6608,72.37,72,57,5.01
346,Flinders,AU,2021-09-29 16:50:53,-34.5833,150.8552,61.38,89,100,1.01
347,Dormidontovka,RU,2021-09-29 16:50:53,47.7702,134.9076,56.3,96,96,4.74
348,Sao Filipe,CV,2021-09-29 16:50:54,14.8961,-24.4956,80.13,77,20,1.45
349,Moissac,FR,2021-09-29 16:50:55,44.1024,1.0945,70.75,79,90,9.44
350,Erzin,TR,2021-09-29 16:50:55,36.9559,36.2,76.01,83,14,4.54
351,Atambua,ID,2021-09-29 16:50:56,-9.1061,124.8925,72.66,84,18,4.61
352,Cockburn Town,TC,2021-09-29 16:50:56,21.4612,-71.1419,83.43,71,47,6.87
353,Najran,SA,2021-09-29 16:50:57,17.4924,44.1277,84.85,31,94,2.35
354,Mbandaka,CD,2021-09-29 16:50:57,0.0487,18.2603,79.18,77,92,3.83
355,Kirakira,SB,2021-09-29 16:50:58,-10.4544,161.9205,78.8,86,94,7.11
356,Magnolia,US,2021-09-29 16:47:31,33.2671,-93.2393,80.28,73,100,4.99
357,Shestakovo,RU,2021-09-29 16:50:58,56.4915,103.96,35.2,90,100,1.7
358,Samarai,PG,2021-09-29 16:50:59,-10.6167,150.6667,78.64,89,100,11.5
359,Fort Nelson,CA,2021-09-29 16:48:45,58.8053,-122.7002,35.19,100,90,2.3
360,Kumanovo,MK,2021-09-29 16:46:46,42.1322,21.7144,68.18,67,94,5.88
361,San Jeronimo,PE,2021-09-29 16:51:00,-11.9472,-75.2829,65.93,34,84,7.34
362,De Aar,ZA,2021-09-29 16:51:00,-30.6497,24.0123,62.19,52,88,20.33
363,Asau,RO,2021-09-29 16:51:00,46.4333,26.4,55.76,85,91,2.06
364,Serik,TR,2021-09-29 16:51:01,36.9169,31.0989,73.65,69,56,2.98
365,Sioux Lookout,CA,2021-09-29 16:51:02,50.1001,-91.917,66.58,68,20,8.05
366,Zhongshu,CN,2021-09-29 16:51:02,24.5167,103.7667,61.97,92,51,2.48
367,Novoilinsk,RU,2021-09-29 16:51:03,51.6829,108.7143,29.19,95,57,6.02
368,Soyo,AO,2021-09-29 16:51:03,-6.1349,12.3689,77.52,75,95,10.76
369,Havre-Saint-Pierre,CA,2021-09-29 16:51:04,50.2334,-63.5986,59.36,51,75,11.5
370,Hofn,IS,2021-09-29 16:51:05,64.2539,-15.2082,44.62,81,20,9.22
371,Prince Rupert,CA,2021-09-29 16:49:30,54.3161,-130.3201,51.49,88,90,10.36
372,Hamilton,US,2021-09-29 16:50:24,39.1834,-84.5333,79.23,65,1,1.99
373,Bac Lieu,VN,2021-09-29 16:51:06,9.285,105.7244,80.89,82,46,5.82
374,Ostersund,SE,2021-09-29 16:47:06,63.1792,14.6357,48.65,87,90,16.11
375,Naryan-Mar,RU,2021-09-29 16:51:06,67.6713,53.087,44.82,89,95,12.77
376,Pangoa,PE,2021-09-29 16:51:07,-12.1167,-73.0,87.57,51,26,4.03
377,Pesqueria,MX,2021-09-29 16:51:07,25.7833,-100.05,90.45,55,16,3.13
378,Oranjestad,AW,2021-09-29 16:51:08,12.524,-70.027,85.95,79,40,14.97
379,Qostanay,KZ,2021-09-29 16:51:09,53.1667,63.5833,41.07,69,100,10.89
380,Bairiki,KI,2021-09-29 16:51:09,1.3292,172.9752,82.4,69,40,18.41
381,Zeya,RU,2021-09-29 16:51:10,53.75,127.2667,32.99,96,17,3.33
382,Husavik,IS,2021-09-29 16:51:10,66.0449,-17.3389,42.71,67,100,20.87
383,Nantucket,US,2021-09-29 16:51:11,41.2835,-70.0995,65.61,79,90,19.3
384,Meulaboh,ID,2021-09-29 16:51:11,4.1363,96.1285,75.29,93,100,4.25
385,Shelburne,CA,2021-09-29 16:50:22,44.0787,-80.2041,64.13,64,0,11.5
386,Klaeng,TH,2021-09-29 16:51:12,12.7797,101.6483,84.0,86,10,2.24
387,Calabozo,VE,2021-09-29 16:51:12,8.9242,-67.4293,90.59,54,100,2.44
388,Bitkine,TD,2021-09-29 16:51:13,11.9801,18.2138,85.14,56,98,1.07
389,Ucluelet,CA,2021-09-29 16:48:13,48.9329,-125.5528,53.1,93,100,5.01
390,Amurzet,RU,2021-09-29 16:51:14,47.6967,131.0981,46.51,83,49,7.05
391,Okha,RU,2021-09-29 16:51:14,53.5739,142.9478,56.41,93,78,12.26
392,Kieta,PG,2021-09-29 16:51:15,-6.2167,155.6333,78.87,86,90,1.92
393,Wanaka,NZ,2021-09-29 16:50:09,-44.7,169.15,37.11,82,76,1.01
394,Srednekolymsk,RU,2021-09-29 16:51:16,67.45,153.6833,15.91,98,45,3.13
395,Pacific Grove,US,2021-09-29 16:47:02,36.6177,-121.9166,67.62,84,40,3.0
396,Santa Rosa De Osos,CO,2021-09-29 16:51:16,6.6474,-75.4603,66.52,85,97,2.98
397,Granger,US,2021-09-29 16:51:17,41.7481,-86.1257,75.0,52,1,1.01
398,Ozernovskiy,RU,2021-09-29 16:51:17,51.5,156.5167,50.92,97,100,3.74
399,Lewisporte,CA,2021-09-29 16:51:18,49.2499,-55.0482,56.14,97,100,4.09
400,Tecoanapa,MX,2021-09-29 16:51:18,16.5167,-98.75,84.63,68,96,4.65
401,Belaya Gora,RU,2021-09-29 16:51:19,68.5333,146.4167,19.98,94,13,0.94
402,Olafsvik,IS,2021-09-29 16:51:19,64.8945,-23.7142,39.61,95,100,3.13
403,Goundam,ML,2021-09-29 16:51:20,16.4145,-3.6708,101.3,15,27,10.25
404,Balkanabat,TM,2021-09-29 16:51:20,39.5108,54.3671,76.28,32,0,8.03
405,Buluang,PH,2021-09-29 16:51:21,13.3068,123.3425,79.03,90,68,2.06
406,Guider,CM,2021-09-29 16:51:22,9.9342,13.9486,86.88,67,96,2.64
407,Kahului,US,2021-09-29 16:50:16,20.8947,-156.47,76.84,87,20,4.61
408,Namatanai,PG,2021-09-29 16:51:22,-3.6667,152.4333,79.3,82,85,8.43
409,Duiwelskloof,ZA,2021-09-29 16:51:22,-23.6934,30.14,75.0,48,0,7.38
410,Juba,SS,2021-09-29 16:51:23,4.8517,31.5825,77.76,70,93,3.94
411,Sampit,ID,2021-09-29 16:51:23,-2.5333,112.95,75.96,97,100,2.39
412,Bathsheba,BB,2021-09-29 16:51:24,13.2167,-59.5167,90.21,66,40,10.36
413,Yadrin,RU,2021-09-29 16:51:24,55.9405,46.2062,40.24,79,66,5.26
414,Malmo,SE,2021-09-29 16:51:25,55.6059,13.0007,55.89,88,100,1.99
415,Hauterive,FR,2021-09-29 16:51:25,46.0901,3.4459,65.16,85,75,3.02
416,Fortuna,US,2021-09-29 16:51:26,40.5982,-124.1573,57.92,73,1,1.01
417,Ouallam,NE,2021-09-29 16:51:26,14.3188,2.0866,100.45,21,77,11.34
418,Gravdal,NO,2021-09-29 16:47:05,68.1214,13.5031,53.49,66,0,1.14
419,Bulgan,MN,2021-09-29 16:51:27,48.8125,103.5347,31.84,42,0,2.26
420,Geraldton,AU,2021-09-29 16:51:27,-28.7667,114.6,57.61,94,2,8.05
421,Waingapu,ID,2021-09-29 16:51:28,-9.6567,120.2641,76.59,81,14,4.61
422,Lexington,US,2021-09-29 16:51:05,37.9887,-84.4777,82.29,60,1,1.01
423,Jati,PK,2021-09-29 16:51:29,24.3539,68.2671,92.28,51,100,12.91
424,Preeceville,CA,2021-09-29 16:51:29,51.95,-102.6677,64.22,50,100,17.9
425,Darovskoy,RU,2021-09-29 16:51:30,58.77,47.9564,43.32,88,100,3.49
426,Novyy Urengoy,RU,2021-09-29 16:46:33,66.0833,76.6333,34.39,94,95,8.46
427,Kurayoshi,JP,2021-09-29 16:51:30,35.4333,133.8167,73.22,80,1,8.88
428,Huilong,CN,2021-09-29 16:51:31,31.8111,121.655,74.93,85,74,9.86
429,Nortelandia,BR,2021-09-29 16:51:31,-14.4547,-56.8028,103.51,22,40,3.87
430,Rivera,UY,2021-09-29 16:51:32,-30.9053,-55.5508,64.6,78,100,11.54
431,Parabel,RU,2021-09-29 16:51:33,58.6978,81.4825,34.12,89,80,6.71
432,Lagos,NG,2021-09-29 16:51:33,6.5833,3.75,84.52,78,75,6.67
433,Chegdomyn,RU,2021-09-29 16:51:34,51.1167,133.0167,39.83,94,87,0.89
434,Port Lincoln,AU,2021-09-29 16:51:34,-34.7333,135.8667,56.55,87,51,10.27
435,Maralal,KE,2021-09-29 16:51:35,1.0968,36.698,71.28,33,85,7.43
436,Kalabo,ZM,2021-09-29 16:51:35,-14.97,22.6814,85.08,20,69,5.35
437,Bayir,TR,2021-09-29 16:51:36,37.2687,28.2167,75.72,45,8,5.66
438,Tocopilla,CL,2021-09-29 16:51:37,-22.092,-70.1979,66.34,67,17,4.34
439,Paka,MY,2021-09-29 16:51:38,4.6374,103.4368,76.98,94,53,0.0
440,Peniche,PT,2021-09-29 16:51:38,39.3558,-9.3811,78.75,77,2,19.08
441,Mazatlan,MX,2021-09-29 16:51:38,23.2167,-106.4167,85.91,77,5,1.01
442,Kismayo,SO,2021-09-29 16:51:39,-0.3582,42.5454,77.81,87,96,12.46
443,Alofi,NU,2021-09-29 16:51:40,-19.0595,-169.9187,73.29,100,31,3.44
444,Dondo,MZ,2021-09-29 16:51:40,-19.6094,34.7431,76.51,88,1,11.32
445,Eureka,US,2021-09-29 16:50:31,40.8021,-124.1637,58.19,93,89,1.01
446,Negara,ID,2021-09-29 16:51:41,-8.3151,114.6025,74.79,90,47,5.97
447,Nurota,UZ,2021-09-29 16:51:41,40.5614,65.6886,66.29,39,0,7.81
448,Salinopolis,BR,2021-09-29 16:51:42,-0.6136,-47.3561,83.05,72,66,7.83
449,Madona,LV,2021-09-29 16:51:43,56.8533,26.217,49.5,65,89,5.91
450,Zigong,CN,2021-09-29 16:51:44,29.3416,104.7769,73.62,82,14,4.09
451,Taldan,RU,2021-09-29 16:51:44,53.6667,124.8,31.62,95,62,3.15
452,Lavrentiya,RU,2021-09-29 16:51:45,65.5833,-171.0,34.61,86,100,12.41
453,Xiangfan,CN,2021-09-29 16:51:45,32.0422,112.1448,69.96,71,0,3.11
454,Nanortalik,GL,2021-09-29 16:51:46,60.1432,-45.2371,38.03,61,11,5.7
455,Srandakan,ID,2021-09-29 16:51:46,-7.9386,110.2506,61.74,87,94,6.76
456,Nicolas Bravo,MX,2021-09-29 16:51:47,18.45,-88.9167,86.88,52,33,5.03
457,Hervey Bay,AU,2021-09-29 16:51:47,-25.2986,152.8535,69.04,79,99,10.07
458,Bay Roberts,CA,2021-09-29 16:51:48,47.5999,-53.2648,71.65,66,38,11.14
459,Chapais,CA,2021-09-29 16:47:45,49.7834,-74.8492,47.98,82,100,5.03
460,Puerto El Triunfo,SV,2021-09-29 16:51:49,13.2833,-88.55,84.81,70,100,6.71
461,Scarborough,GB,2021-09-29 16:48:49,54.2797,-0.4044,57.51,66,14,1.99
462,Maua,BR,2021-09-29 16:51:49,-23.6678,-46.4614,80.4,44,60,6.67
463,Tonekabon,IR,2021-09-29 16:51:50,36.8163,50.8738,71.55,71,26,2.26
464,Gobabis,NA,2021-09-29 16:51:50,-22.45,18.9667,81.63,12,64,14.09
465,Qinhuangdao,CN,2021-09-29 16:51:50,39.9317,119.5883,60.33,67,0,8.03
466,Chumikan,RU,2021-09-29 16:51:51,54.7183,135.315,42.03,81,100,12.82
467,Isla Mujeres,MX,2021-09-29 16:51:51,21.2311,-86.731,86.16,61,64,8.01
468,Rondonopolis,BR,2021-09-29 16:51:51,-16.4708,-54.6356,105.51,18,10,1.88
469,Yumen,CN,2021-09-29 16:51:52,40.2833,97.2,63.88,17,98,6.69
470,Korla,CN,2021-09-29 16:51:52,41.7597,86.1469,71.92,20,99,8.32
471,Barda,AZ,2021-09-29 16:51:53,40.3744,47.1267,60.53,81,100,7.43
472,Banda Aceh,ID,2021-09-29 16:51:53,5.5577,95.3222,79.25,81,96,5.46
473,Bandarbeyla,SO,2021-09-29 16:51:53,9.4942,50.8122,80.38,77,33,12.86
474,Shymkent,KZ,2021-09-29 16:51:54,42.3,69.6,61.39,42,0,4.47
475,Kaeo,NZ,2021-09-29 16:51:54,-35.1,173.7833,45.32,94,41,4.94
476,Murray Bridge,AU,2021-09-29 16:51:54,-35.1167,139.2667,56.57,95,71,5.41
477,Urman,RU,2021-09-29 16:51:55,54.8831,56.8742,34.79,78,49,4.63
478,Jiangyou,CN,2021-09-29 16:51:55,31.7667,104.7167,71.8,82,78,1.61
479,Laplace,US,2021-09-29 16:47:47,30.0666,-90.4801,86.02,77,90,10.0
480,Les Cayes,HT,2021-09-29 16:51:56,18.2,-73.75,88.74,57,18,9.24
481,Xilitla,MX,2021-09-29 16:51:56,21.3333,-98.9667,83.73,61,60,4.81
482,High Level,CA,2021-09-29 16:51:57,58.5169,-117.136,42.91,93,90,6.91
483,Ottumwa,US,2021-09-29 16:50:20,41.02,-92.4113,86.68,59,1,3.0
484,Khao Yoi,TH,2021-09-29 16:51:58,13.2403,99.8243,80.53,81,52,3.94
485,Santa Cruz Del Sur,CU,2021-09-29 16:51:58,20.7147,-77.9956,86.68,60,2,6.87
486,Rudnichnyy,RU,2021-09-29 16:51:59,59.617,52.4703,38.88,91,99,3.51
487,Laurel,US,2021-09-29 16:52:00,39.0993,-76.8483,71.4,49,1,1.99
488,George,ZA,2021-09-29 16:52:01,-33.963,22.4617,53.15,100,90,19.57
489,Andrelandia,BR,2021-09-29 16:52:01,-21.7397,-44.3092,84.88,31,49,6.69
490,Eldorado,BR,2021-09-29 16:51:13,-23.7869,-54.2836,99.39,21,7,8.32
491,Chipoka,MW,2021-09-29 16:52:03,-13.9933,34.5157,80.91,50,2,2.8
492,Tefe,BR,2021-09-29 16:52:03,-3.3542,-64.7114,89.71,62,40,3.42
493,Arona,ES,2021-09-29 16:52:03,28.0996,-16.681,75.51,59,20,3.0
494,Hambantota,LK,2021-09-29 16:52:04,6.1241,81.1185,82.29,70,95,14.27
495,Putyatino,RU,2021-09-29 16:52:04,54.16,41.1169,41.41,74,39,4.74
496,Saint Anthony,US,2021-09-29 16:52:05,45.0205,-93.218,80.15,62,1,3.0
497,Ormara,PK,2021-09-29 16:52:05,25.2088,64.6357,87.37,65,26,14.36
498,Ca Mau,VN,2021-09-29 16:52:06,9.1769,105.15,78.12,91,70,3.24
499,Praia Da Vitoria,PT,2021-09-29 16:52:06,38.7333,-27.0667,79.05,73,20,11.54
500,Grand-Lahou,CI,2021-09-29 16:52:07,5.1367,-5.0242,79.72,78,88,7.99
501,Villa Bruzual,VE,2021-09-29 16:52:07,9.3328,-69.1208,90.21,54,52,4.38
502,Jumla,NP,2021-09-29 16:52:08,29.2747,82.1838,57.78,94,76,1.72
503,Presidencia Roque Saenz Pena,AR,2021-09-29 16:52:08,-26.7852,-60.4388,79.65,56,90,7.2
504,Shenjiamen,CN,2021-09-29 16:52:09,29.9576,122.298,76.14,89,98,14.09
505,Grindavik,IS,2021-09-29 16:52:09,63.8424,-22.4338,43.27,75,75,27.63
506,Kristiansund,NO,2021-09-29 16:52:10,63.1115,7.732,59.05,58,0,6.91
507,Umm Lajj,SA,2021-09-29 16:52:11,25.0213,37.2685,81.88,70,0,11.03
508,Kamaishi,JP,2021-09-29 16:52:11,39.2667,141.8833,66.78,92,70,11.25
509,Havoysund,NO,2021-09-29 16:52:11,70.9963,24.6622,45.48,86,66,4.34
510,Panara,IN,2021-09-29 16:52:12,22.0667,78.55,71.24,93,27,0.92
511,Okakarara,NA,2021-09-29 16:52:12,-20.5833,17.4333,83.01,13,73,13.44
512,Shostka,UA,2021-09-29 16:52:13,51.863,33.4698,44.04,70,57,7.18
513,Vegueta,PE,2021-09-29 16:52:14,-11.0231,-77.6431,66.78,74,71,8.14
514,Anadyr,RU,2021-09-29 16:52:14,64.75,177.4833,12.7,92,40,6.71
515,Vygonichi,RU,2021-09-29 16:52:15,53.0985,34.0673,42.91,75,88,0.0
516,Cheremukhovo,RU,2021-09-29 16:52:15,60.3484,59.9851,31.62,85,8,2.51
517,Sala,MA,2021-09-29 16:52:16,34.0389,-6.8166,79.63,69,81,9.22
518,Caranavi,BO,2021-09-29 16:52:16,-15.8167,-67.55,79.09,61,25,2.95
519,Bulawayo,ZW,2021-09-29 16:52:17,-20.15,28.5833,81.23,17,53,14.47
520,Shimoda,JP,2021-09-29 16:52:17,34.6667,138.95,69.1,75,100,6.89
521,Midland,US,2021-09-29 16:48:24,31.9974,-102.0779,86.05,34,1,8.05
522,Cayenne,GF,2021-09-29 16:52:18,4.9333,-52.3333,91.44,75,20,4.0
